Date,Open,High,Low,Close,Adj Close,Volume,Split
2014-06-18,3.900000,4.000000,3.810000,3.950000,3.648094,13100,Training
2014-06-19,3.980000,4.020000,3.930000,3.940000,3.638858,5400,Training
2014-06-20,3.940000,3.940000,3.880000,3.900000,3.601915,8300,Training
2014-06-23,3.950000,4.000000,3.740000,3.930000,3.629622,22200,Training
2014-06-24,3.970000,4.000000,3.740000,3.940000,3.638858,9500,Training
2014-06-25,3.960000,3.960000,3.870000,3.930000,3.629622,4200,Training
2014-06-26,3.930000,3.970000,3.820000,3.920000,3.620387,3500,Training
2014-06-27,3.940000,3.940000,3.930000,3.940000,3.638858,2400,Training
2014-06-30,3.970000,3.970000,3.830000,3.850000,3.555737,1300,Training
2014-07-01,3.970000,3.970000,3.970000,3.970000,3.666565,3800,Training
2014-07-02,3.960000,3.970000,3.940000,3.960000,3.657330,1400,Training
2014-07-03,3.960000,3.960000,3.860000,3.960000,3.657330,3200,Training
2014-07-07,3.950000,3.950000,3.930000,3.950000,3.648094,1900,Training
2014-07-08,3.860000,3.960000,3.850000,3.960000,3.657330,9500,Training
2014-07-09,3.960000,4.130000,3.860000,3.860000,3.564972,11800,Training
2014-07-10,3.920000,4.000000,3.920000,3.970000,3.666565,2400,Training
2014-07-11,3.930000,3.990000,3.850000,3.900000,3.601915,83200,Training
2014-07-14,3.900000,4.000000,3.880000,4.000000,3.694272,20800,Training
2014-07-15,3.870000,4.000000,3.800000,3.950000,3.648094,37800,Training
2014-07-16,3.920000,3.920000,3.780000,3.820000,3.528030,17500,Training
2014-07-17,3.830000,4.000000,3.830000,3.850000,3.555737,15800,Training
2014-07-18,3.970000,4.000000,3.880000,4.000000,3.694272,8300,Training
2014-07-21,3.930000,4.070000,3.810000,3.870000,3.574208,35300,Training
2014-07-22,3.860000,3.970000,3.770000,3.860000,3.564972,6100,Training
2014-07-23,3.890000,4.050000,3.800000,3.850000,3.555737,39800,Training
2014-07-24,3.930000,4.070000,3.930000,4.040000,3.731215,10400,Training
2014-07-25,3.940000,4.030000,3.940000,3.990000,3.685036,3200,Training
2014-07-28,3.960000,4.070000,3.960000,4.070000,3.758922,10100,Training
2014-07-29,4.000000,4.070000,4.000000,4.060000,3.749686,5800,Training
2014-07-30,4.080000,4.090000,4.080000,4.090000,3.777393,300,Training
2014-07-31,4.050000,4.090000,4.050000,4.090000,3.777393,10000,Training
2014-08-01,4.090000,4.090000,3.920000,4.080000,3.768157,15200,Training
2014-08-04,4.080000,4.080000,3.910000,3.970000,3.666565,8200,Training
2014-08-05,4.040000,4.380000,4.000000,4.310000,3.980577,13100,Training
2014-08-06,4.310000,4.370000,3.960000,4.220000,3.897457,12400,Training
2014-08-07,4.140000,4.250000,4.140000,4.250000,3.925164,800,Training
2014-08-08,4.140000,4.240000,4.060000,4.190000,3.869750,17400,Training
2014-08-11,4.190000,4.250000,3.940000,4.250000,3.925164,7800,Training
2014-08-12,4.240000,4.240000,4.070000,4.100000,3.786629,9000,Training
2014-08-13,4.190000,4.250000,4.100000,4.210000,3.888222,19200,Training
2014-08-14,4.200000,4.240000,4.070000,4.240000,3.915929,9900,Training
2014-08-15,4.110000,4.200000,3.950000,4.160000,3.842043,17700,Training
2014-08-18,4.150000,4.190000,4.060000,4.130000,3.814337,6900,Training
2014-08-19,4.150000,4.170000,4.090000,4.170000,3.851279,6200,Training
2014-08-20,4.170000,4.170000,4.100000,4.170000,3.851279,4900,Training
2014-08-21,4.160000,4.170000,4.070000,4.170000,3.851279,5700,Training
2014-08-22,4.160000,4.170000,4.140000,4.150000,3.832807,4100,Training
2014-08-25,4.070000,4.150000,4.060000,4.150000,3.832807,700,Training
2014-08-26,4.130000,4.150000,4.120000,4.120000,3.805100,3200,Training
2014-08-27,4.130000,4.140000,4.010000,4.010000,3.703508,6600,Training
2014-08-28,4.130000,4.140000,4.130000,4.140000,3.823572,1400,Training
2014-08-29,4.080000,4.120000,4.020000,4.080000,3.768157,6600,Training
2014-09-02,4.050000,4.090000,3.970000,4.020000,3.712743,7300,Training
2014-09-03,3.970000,4.070000,3.940000,4.060000,3.749686,4700,Training
2014-09-04,4.060000,4.060000,4.030000,4.030000,3.721979,1600,Training
2014-09-05,3.960000,4.070000,3.960000,4.070000,3.758922,1900,Training
2014-09-08,4.070000,4.070000,4.000000,4.070000,3.758922,900,Training
2014-09-09,3.940000,4.070000,3.940000,4.070000,3.758922,2600,Training
2014-09-10,4.070000,4.070000,3.940000,4.070000,3.758922,3400,Training
2014-09-11,4.060000,4.070000,3.930000,3.990000,3.685036,2100,Training
2014-09-12,3.990000,3.990000,3.930000,3.930000,3.629622,2300,Training
2014-09-15,3.960000,3.990000,3.880000,3.940000,3.638858,5400,Training
2014-09-16,3.950000,3.950000,3.920000,3.950000,3.648094,3600,Training
2014-09-17,3.950000,4.020000,3.950000,4.020000,3.712743,1600,Training
2014-09-18,4.020000,4.020000,3.890000,3.900000,3.601915,3700,Training
2014-09-19,3.880000,3.900000,3.630000,3.630000,3.352552,8500,Training
2014-09-22,3.750000,3.940000,3.700000,3.900000,3.601915,4100,Training
2014-09-23,3.820000,3.960000,3.760000,3.790000,3.500323,4700,Training
2014-09-24,3.880000,3.940000,3.760000,3.760000,3.472616,10900,Training
2014-09-25,3.820000,3.830000,3.780000,3.790000,3.500323,3200,Training
2014-09-26,3.740000,3.920000,3.740000,3.900000,3.601915,6900,Training
2014-09-29,3.940000,3.980000,3.820000,3.980000,3.675801,9500,Training
2014-09-30,3.980000,3.980000,3.970000,3.980000,3.675801,2100,Training
2014-10-01,4.000000,4.000000,4.000000,4.000000,3.694272,300,Training
2014-10-02,3.890000,4.000000,3.880000,4.000000,3.694272,900,Training
2014-10-03,4.000000,4.000000,3.870000,4.000000,3.694272,2300,Training
2014-10-06,4.000000,4.000000,4.000000,4.000000,3.694272,0,Training
2014-10-07,3.950000,4.000000,3.820000,4.000000,3.694272,2600,Training
2014-10-08,3.900000,4.000000,3.860000,4.000000,3.694272,4100,Training
2014-10-09,4.000000,4.000000,4.000000,4.000000,3.694272,1200,Training
2014-10-10,4.000000,4.000000,3.990000,4.000000,3.694272,1000,Training
2014-10-13,3.990000,3.990000,3.840000,3.840000,3.546501,2500,Training
2014-10-14,3.850000,3.880000,3.720000,3.880000,3.583444,2900,Training
2014-10-15,3.780000,3.960000,3.770000,3.940000,3.638858,4200,Training
2014-10-16,3.840000,3.970000,3.780000,3.940000,3.638858,2300,Training
2014-10-17,3.880000,3.940000,3.770000,3.920000,3.620387,5700,Training
2014-10-20,3.920000,3.940000,3.810000,3.940000,3.638858,1900,Training
2014-10-21,3.940000,3.940000,3.820000,3.940000,3.638858,3200,Training
2014-10-22,3.930000,3.950000,3.830000,3.950000,3.648094,3200,Training
2014-10-23,3.920000,3.920000,3.830000,3.830000,3.537266,5100,Training
2014-10-24,3.830000,3.950000,3.830000,3.950000,3.648094,2300,Training
2014-10-27,3.950000,3.950000,3.830000,3.830000,3.537266,1300,Training
2014-10-28,3.850000,3.950000,3.850000,3.950000,3.648094,1300,Training
2014-10-29,3.860000,3.920000,3.780000,3.920000,3.620387,6200,Training
2014-10-30,3.940000,3.950000,3.850000,3.860000,3.564972,5700,Training
2014-10-31,3.860000,3.930000,3.840000,3.850000,3.555737,8800,Training
2014-11-03,3.870000,3.910000,3.720000,3.840000,3.546501,15000,Training
2014-11-04,3.800000,3.840000,3.700000,3.750000,3.463380,20100,Training
2014-11-05,3.770000,3.820000,3.500000,3.800000,3.509558,20900,Training
2014-11-06,3.670000,3.720000,3.520000,3.720000,3.435673,5700,Training
2014-11-07,3.720000,3.720000,3.720000,3.720000,3.435673,0,Training
2014-11-10,3.700000,3.880000,3.700000,3.770000,3.481852,6800,Training
2014-11-11,3.770000,3.880000,3.580000,3.880000,3.583444,3400,Training
2014-11-12,3.860000,3.890000,3.790000,3.890000,3.611294,3600,Training
2014-11-13,3.860000,3.890000,3.850000,3.890000,3.611294,6400,Training
2014-11-14,3.810000,3.880000,3.810000,3.880000,3.602011,1500,Training
2014-11-17,3.820000,3.880000,3.810000,3.850000,3.574161,3000,Training
2014-11-18,3.850000,3.870000,3.850000,3.870000,3.592727,1200,Training
2014-11-19,3.850000,3.880000,3.810000,3.880000,3.602011,4800,Training
2014-11-20,3.820000,3.860000,3.720000,3.860000,3.583443,3700,Training
2014-11-21,3.880000,3.880000,3.710000,3.820000,3.546310,6100,Training
2014-11-24,3.690000,3.820000,3.680000,3.820000,3.546310,8700,Training
2014-11-25,3.810000,3.820000,3.810000,3.820000,3.546310,1600,Training
2014-11-26,3.820000,3.820000,3.820000,3.820000,3.546310,0,Training
2014-11-28,3.820000,3.850000,3.820000,3.850000,3.574161,4000,Training
2014-12-01,3.850000,3.850000,3.830000,3.850000,3.574161,2400,Training
2014-12-02,3.790000,3.850000,3.660000,3.850000,3.574161,7100,Training
2014-12-03,3.850000,3.850000,3.850000,3.850000,3.574161,1100,Training
2014-12-04,3.840000,3.880000,3.750000,3.880000,3.602011,6600,Training
2014-12-05,3.870000,3.880000,3.870000,3.880000,3.602011,1700,Training
2014-12-08,3.880000,3.880000,3.780000,3.880000,3.602011,2300,Training
2014-12-09,3.870000,3.880000,3.800000,3.880000,3.602011,2100,Training
2014-12-10,3.820000,3.880000,3.810000,3.870000,3.592727,4100,Training
2014-12-11,3.830000,3.880000,3.660000,3.880000,3.602011,8100,Training
2014-12-12,3.880000,3.880000,3.800000,3.880000,3.602011,1700,Training
2014-12-15,3.850000,3.880000,3.770000,3.880000,3.602011,2700,Training
2014-12-16,3.820000,3.830000,3.820000,3.830000,3.555593,3500,Training
2014-12-17,3.830000,3.830000,3.830000,3.830000,3.555593,1100,Training
2014-12-18,3.830000,3.880000,3.830000,3.870000,3.592727,6600,Training
2014-12-19,3.810000,3.880000,3.810000,3.880000,3.602011,2800,Training
2014-12-22,3.880000,3.900000,3.880000,3.900000,3.620578,2900,Training
2014-12-23,3.840000,3.900000,3.800000,3.900000,3.620578,3600,Training
2014-12-24,3.860000,3.900000,3.860000,3.900000,3.620578,1800,Training
2014-12-26,3.890000,3.900000,3.790000,3.900000,3.620578,5500,Training
2014-12-29,3.860000,3.900000,3.780000,3.900000,3.620578,3100,Training
2014-12-30,3.880000,3.950000,3.860000,3.930000,3.648429,4800,Training
2014-12-31,3.950000,4.050000,3.950000,4.030000,3.741264,6200,Training
2015-01-02,3.990000,4.030000,3.980000,4.030000,3.741264,11400,Training
2015-01-05,3.900000,4.010000,3.900000,4.010000,3.722697,13700,Training
2015-01-06,3.950000,3.950000,3.750000,3.920000,3.639145,9700,Training
2015-01-07,3.900000,3.920000,3.870000,3.920000,3.639145,1500,Training
2015-01-08,3.920000,3.950000,3.920000,3.950000,3.666996,2200,Training
2015-01-09,3.950000,4.010000,3.940000,4.000000,3.713413,3700,Training
2015-01-12,4.000000,4.000000,4.000000,4.000000,3.713413,1000,Training
2015-01-13,3.910000,4.000000,3.910000,4.000000,3.713413,1300,Training
2015-01-14,3.890000,4.000000,3.890000,4.000000,3.713413,200,Training
2015-01-15,3.900000,4.000000,3.800000,3.940000,3.657712,8500,Training
2015-01-16,3.980000,4.000000,3.810000,4.000000,3.713413,1200,Training
2015-01-20,3.820000,3.990000,3.820000,3.990000,3.704130,1100,Training
2015-01-21,3.990000,3.990000,3.990000,3.990000,3.704130,0,Training
2015-01-22,3.820000,4.000000,3.820000,4.000000,3.713413,6900,Training
2015-01-23,3.850000,3.880000,3.850000,3.880000,3.602011,1300,Training
2015-01-26,3.960000,3.990000,3.870000,3.870000,3.592727,1400,Training
2015-01-27,3.970000,3.990000,3.970000,3.990000,3.704130,700,Training
2015-01-28,3.900000,4.000000,3.900000,4.000000,3.713413,2600,Training
2015-01-29,3.900000,3.900000,3.900000,3.900000,3.620578,400,Training
2015-01-30,3.790000,3.990000,3.790000,3.990000,3.704130,4200,Training
2015-02-02,3.970000,3.990000,3.970000,3.990000,3.704130,500,Training
2015-02-03,3.900000,3.990000,3.900000,3.910000,3.629862,500,Training
2015-02-04,3.990000,4.000000,3.970000,3.970000,3.685563,2500,Training
2015-02-05,4.000000,4.020000,3.990000,3.990000,3.704130,1000,Training
2015-02-06,3.990000,3.990000,3.860000,3.990000,3.704130,3400,Training
2015-02-09,3.970000,3.980000,3.880000,3.980000,3.694846,3900,Training
2015-02-10,3.980000,3.980000,3.980000,3.980000,3.694846,0,Training
2015-02-11,3.820000,3.980000,3.820000,3.960000,3.676279,5400,Training
2015-02-12,3.980000,3.980000,3.970000,3.970000,3.685563,1100,Training
2015-02-13,3.970000,3.980000,3.830000,3.960000,3.676279,2300,Training
2015-02-17,3.970000,4.010000,3.860000,3.910000,3.629862,5100,Training
2015-02-18,3.860000,3.990000,3.860000,3.990000,3.704130,800,Training
2015-02-19,3.910000,3.960000,3.830000,3.900000,3.620578,8300,Training
2015-02-20,3.970000,3.990000,3.970000,3.990000,3.704130,700,Training
2015-02-23,3.990000,4.010000,3.990000,4.010000,3.722697,1800,Training
2015-02-24,3.940000,4.030000,3.940000,4.020000,3.731980,1200,Training
2015-02-25,4.020000,4.020000,4.020000,4.020000,3.731980,0,Training
2015-02-26,3.950000,4.020000,3.910000,4.020000,3.731980,2400,Training
2015-02-27,4.020000,4.030000,3.930000,4.000000,3.713413,2600,Training
2015-03-02,4.020000,4.020000,3.970000,4.020000,3.731980,1700,Training
2015-03-03,4.020000,4.080000,3.930000,4.030000,3.741264,4000,Training
2015-03-04,4.060000,4.060000,3.930000,3.930000,3.648429,600,Training
2015-03-05,3.990000,3.990000,3.980000,3.980000,3.694846,1200,Training
2015-03-06,4.020000,4.020000,3.940000,3.970000,3.685563,4100,Training
2015-03-09,3.970000,4.020000,3.970000,4.010000,3.722697,1400,Training
2015-03-10,4.020000,4.020000,4.010000,4.010000,3.722697,1200,Training
2015-03-11,4.020000,4.050000,3.900000,3.920000,3.639145,4600,Training
2015-03-12,4.020000,4.020000,3.980000,3.990000,3.704130,4100,Training
2015-03-13,4.020000,4.020000,4.020000,4.020000,3.731980,1300,Training
2015-03-16,4.020000,4.020000,4.020000,4.020000,3.731980,1000,Training
2015-03-17,4.000000,4.020000,4.000000,4.020000,3.731980,8900,Training
2015-03-18,4.020000,4.050000,4.020000,4.040000,3.750548,1000,Training
2015-03-19,4.000000,4.040000,3.980000,4.030000,3.741264,5600,Training
2015-03-20,3.980000,4.080000,3.920000,3.950000,3.666996,7500,Training
2015-03-23,3.940000,4.050000,3.940000,4.050000,3.759831,2800,Training
2015-03-24,4.010000,4.050000,4.010000,4.050000,3.759831,1900,Training
2015-03-25,4.050000,4.050000,3.940000,3.940000,3.657712,1100,Training
2015-03-26,3.980000,4.020000,3.970000,4.020000,3.731980,900,Training
2015-03-27,3.960000,3.960000,3.960000,3.960000,3.676279,100,Training
2015-03-30,3.960000,4.030000,3.940000,4.030000,3.741264,2600,Training
2015-03-31,4.050000,4.050000,4.020000,4.030000,3.741264,7400,Training
2015-04-01,3.960000,3.980000,3.960000,3.980000,3.694846,700,Training
2015-04-02,3.960000,3.960000,3.960000,3.960000,3.676279,100,Training
2015-04-06,3.960000,3.960000,3.960000,3.960000,3.676279,300,Training
2015-04-07,3.960000,3.990000,3.940000,3.940000,3.657712,1500,Training
2015-04-08,3.940000,3.990000,3.940000,3.990000,3.704130,3000,Training
2015-04-09,3.960000,3.990000,3.960000,3.990000,3.722790,900,Training
2015-04-10,3.990000,4.000000,3.980000,4.000000,3.732121,4400,Training
2015-04-13,4.000000,4.000000,3.950000,4.000000,3.732121,2400,Training
2015-04-14,4.000000,4.000000,4.000000,4.000000,3.732121,0,Training
2015-04-15,3.930000,4.000000,3.930000,3.980000,3.713460,1800,Training
2015-04-16,3.970000,3.970000,3.970000,3.970000,3.704130,100,Training
2015-04-17,3.950000,3.960000,3.950000,3.960000,3.694799,500,Training
2015-04-20,3.970000,3.970000,3.970000,3.970000,3.704130,100,Training
2015-04-21,3.910000,3.960000,3.910000,3.960000,3.694799,700,Training
2015-04-22,3.960000,3.960000,3.960000,3.960000,3.694799,200,Training
2015-04-23,3.930000,3.960000,3.930000,3.960000,3.694799,900,Training
2015-04-24,3.960000,3.960000,3.960000,3.960000,3.694799,900,Training
2015-04-27,3.960000,3.970000,3.960000,3.970000,3.704130,1300,Training
2015-04-28,3.960000,3.970000,3.960000,3.970000,3.704130,1200,Training
2015-04-29,3.900000,3.960000,3.900000,3.960000,3.694799,300,Training
2015-04-30,3.960000,3.960000,3.960000,3.960000,3.694799,500,Training
2015-05-01,3.960000,3.960000,3.960000,3.960000,3.694799,0,Training
2015-05-04,3.960000,3.960000,3.960000,3.960000,3.694799,0,Training
2015-05-05,3.960000,3.960000,3.880000,3.960000,3.694799,5900,Training
2015-05-06,3.920000,3.970000,3.880000,3.970000,3.704130,4000,Training
2015-05-07,3.890000,3.960000,3.890000,3.960000,3.694799,1000,Training
2015-05-08,3.900000,3.960000,3.850000,3.930000,3.666809,5800,Training
2015-05-11,3.800000,3.930000,3.790000,3.800000,3.545515,5900,Training
2015-05-12,3.890000,3.890000,3.800000,3.850000,3.592166,4700,Training
2015-05-13,3.790000,3.820000,3.750000,3.790000,3.536184,2500,Training
2015-05-14,3.830000,3.830000,3.700000,3.720000,3.470872,3100,Training
2015-05-15,3.810000,3.810000,3.570000,3.610000,3.368238,4500,Training
2015-05-18,3.550000,3.710000,3.510000,3.690000,3.442881,4900,Training
2015-05-19,3.620000,3.650000,3.600000,3.600000,3.358908,2600,Training
2015-05-20,3.510000,3.590000,3.380000,3.510000,3.274936,9300,Training
2015-05-21,3.480000,3.480000,3.300000,3.400000,3.172303,6300,Training
2015-05-22,3.390000,3.400000,3.330000,3.400000,3.172303,3800,Training
2015-05-26,3.400000,3.400000,3.160000,3.270000,3.051009,12600,Training
2015-05-27,3.190000,3.270000,3.090000,3.130000,2.920385,24300,Training
2015-05-28,3.200000,3.380000,3.200000,3.300000,3.078999,16200,Training
2015-05-29,3.390000,3.970000,3.390000,3.800000,3.545515,30800,Training
2015-06-01,3.810000,3.880000,3.670000,3.780000,3.526854,3600,Training
2015-06-02,3.890000,3.900000,3.710000,3.880000,3.620157,6100,Training
2015-06-03,3.630000,3.880000,3.630000,3.870000,3.610826,2100,Training
2015-06-04,3.870000,3.870000,3.650000,3.850000,3.592166,1600,Training
2015-06-05,3.820000,3.820000,3.670000,3.820000,3.564175,4000,Training
2015-06-08,3.620000,3.850000,3.610000,3.720000,3.470872,4100,Training
2015-06-09,3.880000,3.880000,3.740000,3.770000,3.517524,3000,Training
2015-06-10,3.880000,3.880000,3.620000,3.680000,3.433551,4300,Training
2015-06-11,3.860000,3.860000,3.530000,3.670000,3.424221,9600,Training
2015-06-12,3.730000,3.800000,3.530000,3.750000,3.498863,1300,Training
2015-06-15,3.420000,3.770000,3.420000,3.730000,3.480202,37600,Training
2015-06-16,3.600000,3.760000,3.600000,3.650000,3.405560,8600,Training
2015-06-17,3.650000,3.700000,3.500000,3.670000,3.424221,6800,Training
2015-06-18,3.600000,3.730000,3.510000,3.680000,3.433551,8500,Training
2015-06-19,3.680000,3.720000,3.630000,3.700000,3.452211,18900,Training
2015-06-22,3.590000,3.710000,3.550000,3.710000,3.461542,1500,Training
2015-06-23,3.550000,3.710000,3.550000,3.690000,3.442881,3900,Training
2015-06-24,3.560000,3.710000,3.540000,3.690000,3.442881,2800,Training
2015-06-25,3.690000,3.690000,3.690000,3.690000,3.442881,100,Training
2015-06-26,3.690000,3.690000,3.690000,3.690000,3.442881,0,Training
2015-06-29,3.690000,3.710000,3.630000,3.630000,3.386900,2100,Training
2015-06-30,3.700000,3.710000,3.620000,3.620000,3.377569,3400,Training
2015-07-01,3.710000,3.710000,3.710000,3.710000,3.461542,2200,Training
2015-07-02,3.710000,3.710000,3.710000,3.710000,3.461542,200,Training
2015-07-06,3.700000,3.710000,3.450000,3.630000,3.386900,2800,Training
2015-07-07,3.580000,3.710000,3.580000,3.640000,3.396230,2800,Training
2015-07-08,3.690000,3.700000,3.570000,3.570000,3.330917,3200,Training
2015-07-09,3.660000,3.700000,3.650000,3.650000,3.405560,2300,Training
2015-07-10,3.650000,3.650000,3.560000,3.560000,3.321587,1700,Training
2015-07-13,3.690000,3.700000,3.660000,3.670000,3.424221,1400,Training
2015-07-14,3.700000,3.700000,3.650000,3.650000,3.405560,2700,Training
2015-07-15,3.700000,3.700000,3.650000,3.700000,3.452211,5100,Training
2015-07-16,3.700000,3.700000,3.700000,3.700000,3.452211,2100,Training
2015-07-17,3.700000,3.700000,3.700000,3.700000,3.452211,1100,Training
2015-07-20,3.650000,3.700000,3.650000,3.700000,3.452211,1100,Training
2015-07-21,3.700000,3.700000,3.700000,3.700000,3.452211,700,Training
2015-07-22,3.670000,3.700000,3.670000,3.670000,3.424221,3900,Training
2015-07-23,3.700000,3.700000,3.650000,3.650000,3.405560,1500,Training
2015-07-24,3.650000,3.650000,3.650000,3.650000,3.405560,1200,Training
2015-07-27,3.700000,3.700000,3.700000,3.700000,3.452211,900,Training
2015-07-28,3.650000,3.700000,3.650000,3.660000,3.414891,1100,Training
2015-07-29,3.700000,3.700000,3.580000,3.670000,3.424221,3400,Training
2015-07-30,3.670000,3.700000,3.670000,3.700000,3.452211,1200,Training
2015-07-31,3.700000,3.720000,3.700000,3.720000,3.470872,9300,Training
2015-08-03,3.650000,3.720000,3.510000,3.720000,3.470872,1500,Training
2015-08-04,3.660000,3.700000,3.520000,3.700000,3.452211,4800,Training
2015-08-05,3.700000,3.700000,3.700000,3.700000,3.452211,0,Training
2015-08-06,3.710000,3.720000,3.590000,3.720000,3.470872,1400,Training
2015-08-07,3.680000,3.710000,3.680000,3.710000,3.461542,1500,Training
2015-08-10,3.660000,3.680000,3.660000,3.680000,3.433551,700,Training
2015-08-11,3.670000,3.680000,3.640000,3.680000,3.433551,800,Training
2015-08-12,3.670000,3.760000,3.620000,3.640000,3.396230,14100,Training
2015-08-13,3.580000,3.660000,3.530000,3.650000,3.405560,4000,Training
2015-08-14,3.680000,3.680000,3.530000,3.600000,3.358908,5500,Training
2015-08-17,3.640000,3.650000,3.540000,3.630000,3.386900,1300,Training
2015-08-18,3.660000,3.670000,3.500000,3.650000,3.405560,3800,Training
2015-08-19,3.530000,3.600000,3.500000,3.600000,3.358908,4400,Training
2015-08-20,3.440000,3.640000,3.440000,3.580000,3.340248,1800,Training
2015-08-21,3.620000,3.640000,3.420000,3.580000,3.340248,2300,Training
2015-08-24,3.620000,3.640000,3.420000,3.490000,3.256275,1800,Training
2015-08-25,3.580000,3.600000,3.530000,3.530000,3.293596,1700,Training
2015-08-26,3.600000,3.600000,3.380000,3.380000,3.153642,2600,Training
2015-08-27,3.600000,3.600000,3.480000,3.520000,3.284266,4600,Training
2015-08-28,3.430000,3.610000,3.430000,3.510000,3.274936,5500,Training
2015-08-31,3.650000,3.650000,3.470000,3.600000,3.358908,1800,Training
2015-09-01,3.590000,3.600000,3.510000,3.590000,3.349578,2000,Training
2015-09-02,3.600000,3.600000,3.470000,3.520000,3.284266,3100,Training
2015-09-03,3.600000,3.600000,3.360000,3.360000,3.134981,4900,Training
2015-09-04,3.520000,3.550000,3.430000,3.500000,3.265605,3000,Training
2015-09-08,3.540000,3.580000,3.430000,3.540000,3.302927,8300,Training
2015-09-09,3.520000,3.550000,3.340000,3.420000,3.190963,5500,Training
2015-09-10,3.560000,3.590000,3.450000,3.580000,3.340248,7100,Training
2015-09-11,3.550000,3.590000,3.500000,3.590000,3.349578,6000,Training
2015-09-14,3.470000,3.590000,3.470000,3.500000,3.265605,6800,Training
2015-09-15,3.510000,3.570000,3.410000,3.450000,3.218954,8100,Training
2015-09-16,3.550000,3.570000,3.340000,3.390000,3.162972,7200,Training
2015-09-17,3.490000,3.520000,3.300000,3.360000,3.134981,20700,Training
2015-09-18,3.420000,3.720000,3.380000,3.720000,3.470872,37100,Training
2015-09-21,3.720000,3.720000,3.540000,3.690000,3.442881,11700,Training
2015-09-22,3.710000,3.760000,3.680000,3.760000,3.508193,10000,Training
2015-09-23,3.760000,3.800000,3.580000,3.800000,3.545515,8000,Training
2015-09-24,3.790000,3.960000,3.790000,3.960000,3.694799,9200,Training
2015-09-25,3.950000,4.000000,3.890000,4.000000,3.732121,7800,Training
2015-09-28,3.970000,4.000000,3.560000,4.000000,3.732121,7100,Training
2015-09-29,4.000000,4.050000,3.980000,4.050000,3.778772,8200,Training
2015-09-30,4.040000,4.050000,4.010000,4.040000,3.769442,4600,Training
2015-10-01,4.040000,4.050000,3.860000,4.050000,3.778772,4400,Training
2015-10-02,4.050000,4.050000,3.930000,4.040000,3.769442,2400,Training
2015-10-05,4.050000,4.210000,3.760000,4.050000,3.778772,18600,Training
2015-10-06,4.200000,4.200000,4.050000,4.090000,3.816094,3300,Training
2015-10-07,4.090000,4.090000,3.980000,3.980000,3.713460,3500,Training
2015-10-08,3.970000,4.380000,3.970000,4.270000,3.984038,13000,Training
2015-10-09,4.270000,4.300000,4.110000,4.130000,3.853415,9200,Training
2015-10-12,4.180000,4.240000,4.110000,4.150000,3.872075,3000,Training
2015-10-13,4.220000,4.250000,4.190000,4.250000,3.965378,3600,Training
2015-10-14,4.250000,4.280000,4.230000,4.250000,3.965378,2800,Training
2015-10-15,4.250000,4.250000,4.230000,4.250000,3.965378,4600,Training
2015-10-16,4.220000,4.280000,4.220000,4.250000,3.965378,11400,Training
2015-10-19,4.280000,4.280000,4.270000,4.280000,3.993370,5400,Training
2015-10-20,4.280000,4.300000,4.280000,4.290000,4.002699,1400,Training
2015-10-21,4.270000,4.360000,4.250000,4.300000,4.012030,10100,Training
2015-10-22,4.380000,4.380000,4.230000,4.230000,3.946718,3200,Training
2015-10-23,4.380000,4.380000,4.280000,4.300000,4.012030,2000,Training
2015-10-26,4.270000,4.420000,4.240000,4.250000,3.965378,5100,Training
2015-10-27,4.250000,4.360000,4.230000,4.300000,4.012030,4400,Training
2015-10-28,4.300000,4.320000,4.070000,4.290000,4.002699,12300,Training
2015-10-29,4.360000,4.440000,4.360000,4.440000,4.142653,4400,Training
2015-10-30,4.440000,4.440000,4.350000,4.410000,4.114663,2600,Training
2015-11-02,4.440000,4.870000,4.410000,4.820000,4.497205,16700,Training
2015-11-03,4.790000,4.900000,4.720000,4.740000,4.422563,12900,Training
2015-11-04,4.650000,4.860000,4.650000,4.820000,4.497205,23100,Training
2015-11-05,4.800000,4.820000,4.750000,4.750000,4.431893,9700,Training
2015-11-06,4.750000,4.750000,4.750000,4.750000,4.431893,1000,Training
2015-11-09,4.730000,5.000000,4.730000,5.000000,4.665151,8100,Training
2015-11-10,5.000000,5.000000,4.840000,4.910000,4.581178,4600,Training
2015-11-11,4.920000,4.920000,4.750000,4.840000,4.515867,16300,Training
2015-11-12,4.900000,4.980000,4.760000,4.940000,4.609168,2700,Training
2015-11-13,5.000000,5.000000,4.710000,4.710000,4.394572,4900,Training
2015-11-16,4.900000,4.900000,4.760000,4.890000,4.562517,7400,Training
2015-11-17,4.830000,5.000000,4.800000,4.960000,4.627830,4000,Training
2015-11-18,4.990000,5.000000,4.830000,4.870000,4.543857,10400,Training
2015-11-19,4.920000,4.990000,4.900000,4.900000,4.571847,1700,Training
2015-11-20,4.880000,4.890000,4.510000,4.690000,4.375912,1600,Training
2015-11-23,4.690000,4.690000,4.360000,4.600000,4.291938,9100,Training
2015-11-24,4.580000,4.630000,4.520000,4.600000,4.291938,1200,Training
2015-11-25,4.520000,4.800000,4.520000,4.800000,4.478546,3600,Training
2015-11-27,4.740000,4.800000,4.720000,4.780000,4.459884,1100,Training
2015-11-30,4.700000,4.780000,4.700000,4.780000,4.459884,3000,Training
2015-12-01,4.770000,4.770000,4.620000,4.750000,4.431893,3200,Training
