Date,Open,High,Low,Close,Adj Close,Volume,Split
2013-03-01,3.360000,3.420000,3.160000,3.400000,3.104648,3300,Training
2013-03-04,3.420000,3.420000,3.350000,3.400000,3.104648,22900,Training
2013-03-05,3.400000,3.400000,3.350000,3.400000,3.104648,2600,Training
2013-03-06,3.450000,3.450000,3.400000,3.400000,3.104648,4600,Training
2013-03-07,3.410000,3.430000,3.400000,3.420000,3.122910,3300,Training
2013-03-08,3.450000,3.450000,3.140000,3.400000,3.104648,8900,Training
2013-03-11,3.360000,3.400000,3.160000,3.400000,3.104648,19100,Training
2013-03-12,3.390000,3.400000,3.390000,3.400000,3.104648,1300,Training
2013-03-13,3.420000,3.440000,3.360000,3.440000,3.141173,12300,Training
2013-03-14,3.450000,3.450000,3.380000,3.400000,3.104648,900,Training
2013-03-15,3.400000,3.400000,3.350000,3.370000,3.077254,1500,Training
2013-03-18,3.360000,3.360000,3.300000,3.330000,3.040728,2200,Training
2013-03-19,3.350000,3.350000,3.100000,3.340000,3.049860,2100,Training
2013-03-20,3.340000,3.340000,3.090000,3.340000,3.049860,3000,Training
2013-03-21,3.300000,3.330000,3.300000,3.300000,3.013335,1100,Training
2013-03-22,3.300000,3.400000,3.290000,3.380000,3.086385,15700,Training
2013-03-25,3.390000,3.390000,3.350000,3.350000,3.058991,3600,Training
2013-03-26,3.350000,3.350000,3.250000,3.270000,3.003874,7600,Training
2013-03-27,3.250000,3.300000,3.250000,3.300000,3.031432,4400,Training
2013-03-28,3.240000,3.350000,3.240000,3.330000,3.058991,5400,Training
2013-04-01,3.350000,3.400000,3.300000,3.360000,3.086550,7900,Training
2013-04-02,3.350000,3.370000,3.300000,3.360000,3.086550,2300,Training
2013-04-03,3.270000,3.390000,3.260000,3.390000,3.114108,3300,Training
2013-04-04,3.280000,3.390000,3.280000,3.390000,3.114108,3800,Training
2013-04-05,3.330000,3.390000,3.250000,3.390000,3.114108,2800,Training
2013-04-08,3.350000,3.390000,3.300000,3.390000,3.114108,5500,Training
2013-04-09,3.360000,3.390000,3.260000,3.390000,3.114108,3200,Training
2013-04-10,3.400000,3.400000,3.250000,3.400000,3.123294,8100,Training
2013-04-11,3.400000,3.400000,3.260000,3.280000,3.013060,19600,Training
2013-04-12,3.330000,3.380000,3.010000,3.370000,3.095735,20300,Training
2013-04-15,3.330000,3.400000,3.230000,3.390000,3.114108,6400,Training
2013-04-16,3.360000,3.390000,3.350000,3.370000,3.095735,3200,Training
2013-04-17,3.380000,3.390000,3.120000,3.340000,3.068177,7400,Training
2013-04-18,3.370000,3.400000,3.340000,3.380000,3.104922,5100,Training
2013-04-19,3.400000,3.410000,3.400000,3.400000,3.123294,3400,Training
2013-04-22,3.400000,3.410000,3.370000,3.400000,3.123294,2800,Training
2013-04-23,3.410000,3.430000,3.400000,3.400000,3.123294,6000,Training
2013-04-24,3.430000,3.450000,3.360000,3.450000,3.169225,8500,Training
2013-04-25,3.450000,3.500000,3.400000,3.480000,3.196784,11700,Training
2013-04-26,3.490000,3.600000,3.420000,3.490000,3.205970,24200,Training
2013-04-29,3.520000,3.620000,3.520000,3.550000,3.261086,10100,Training
2013-04-30,3.500000,3.600000,3.450000,3.570000,3.279459,8000,Training
2013-05-01,3.590000,3.590000,3.350000,3.400000,3.123294,27600,Training
2013-05-02,3.590000,3.590000,3.320000,3.400000,3.123294,3100,Training
2013-05-03,3.430000,3.570000,3.430000,3.550000,3.261086,1400,Training
2013-05-06,3.550000,3.550000,3.550000,3.550000,3.261086,100,Training
2013-05-07,3.560000,3.560000,3.400000,3.520000,3.233528,2900,Training
2013-05-08,3.480000,3.560000,3.410000,3.550000,3.261086,4100,Training
2013-05-09,3.550000,3.550000,3.400000,3.430000,3.150853,11900,Training
2013-05-10,3.510000,4.190000,3.310000,3.450000,3.169225,62400,Training
2013-05-13,3.470000,3.640000,3.470000,3.540000,3.251901,15700,Training
2013-05-14,3.620000,3.750000,3.500000,3.720000,3.417252,24100,Training
2013-05-15,3.700000,3.790000,3.520000,3.730000,3.426437,28500,Training
2013-05-16,3.750000,3.790000,3.500000,3.690000,3.389693,8600,Training
2013-05-17,3.720000,3.750000,3.550000,3.690000,3.389693,13300,Training
2013-05-20,3.710000,3.790000,3.630000,3.630000,3.334576,12000,Training
2013-05-21,3.650000,3.650000,3.390000,3.630000,3.334576,32300,Training
2013-05-22,3.590000,3.750000,3.570000,3.620000,3.325390,32200,Training
2013-05-23,3.630000,3.700000,3.600000,3.680000,3.380507,14100,Training
2013-05-24,3.690000,3.860000,3.650000,3.860000,3.545857,31500,Training
2013-05-28,3.870000,3.910000,3.850000,3.890000,3.573416,16700,Training
2013-05-29,3.850000,3.930000,3.850000,3.930000,3.610161,9700,Training
2013-05-30,3.930000,3.950000,3.930000,3.930000,3.610161,11400,Training
2013-05-31,3.930000,3.960000,3.850000,3.940000,3.619347,9800,Training
2013-06-03,3.950000,3.950000,3.850000,3.940000,3.619347,4300,Training
2013-06-04,3.950000,3.970000,3.950000,3.960000,3.637719,5400,Training
2013-06-05,3.970000,3.970000,3.880000,3.940000,3.619347,8800,Training
2013-06-06,3.940000,3.950000,3.940000,3.950000,3.628533,600,Training
2013-06-07,3.950000,3.960000,3.940000,3.940000,3.619347,3300,Training
2013-06-10,3.940000,3.940000,3.880000,3.940000,3.619347,2700,Training
2013-06-11,3.900000,3.900000,3.820000,3.820000,3.509113,2600,Training
2013-06-12,3.870000,3.970000,3.800000,3.940000,3.619347,10500,Training
2013-06-13,3.960000,3.970000,3.900000,3.970000,3.646905,6500,Training
2013-06-14,3.930000,3.950000,3.930000,3.950000,3.628533,500,Training
2013-06-17,3.910000,3.960000,3.900000,3.960000,3.637719,16800,Training
2013-06-18,3.930000,3.930000,3.900000,3.910000,3.591788,2400,Training
2013-06-19,3.900000,3.960000,3.890000,3.920000,3.600975,7500,Training
2013-06-20,3.910000,3.920000,3.900000,3.920000,3.600975,4400,Training
2013-06-21,3.930000,3.930000,3.800000,3.920000,3.600975,6300,Training
2013-06-24,3.830000,3.960000,3.820000,3.960000,3.637719,6700,Training
2013-06-25,3.860000,3.920000,3.810000,3.910000,3.591788,5200,Training
2013-06-26,3.850000,3.910000,3.850000,3.910000,3.591788,2300,Training
2013-06-27,3.900000,3.900000,3.880000,3.890000,3.573416,2600,Training
2013-06-28,3.890000,3.910000,3.830000,3.900000,3.582602,8300,Training
2013-07-01,3.870000,3.900000,3.800000,3.820000,3.509113,3200,Training
2013-07-02,3.810000,3.890000,3.800000,3.870000,3.555043,2100,Training
2013-07-03,3.810000,3.810000,3.720000,3.780000,3.472368,7900,Training
2013-07-05,3.710000,3.740000,3.700000,3.740000,3.435624,3200,Training
2013-07-08,3.880000,3.880000,3.710000,3.810000,3.499926,3500,Training
2013-07-09,3.810000,3.810000,3.700000,3.800000,3.490741,3300,Training
2013-07-10,3.710000,3.800000,3.650000,3.790000,3.481555,3300,Training
2013-07-11,3.800000,3.800000,3.720000,3.750000,3.444810,4900,Training
2013-07-12,3.770000,3.770000,3.770000,3.770000,3.463182,500,Training
2013-07-15,3.800000,3.810000,3.780000,3.780000,3.472368,2800,Training
2013-07-16,3.760000,3.760000,3.700000,3.750000,3.444810,8200,Training
2013-07-17,3.730000,3.740000,3.540000,3.710000,3.408065,8300,Training
2013-07-18,3.640000,3.700000,3.620000,3.700000,3.398879,6200,Training
2013-07-19,3.650000,3.740000,3.600000,3.690000,3.389693,8900,Training
2013-07-22,3.620000,3.840000,3.620000,3.690000,3.389693,6300,Training
2013-07-23,3.650000,3.740000,3.650000,3.740000,3.435624,1700,Training
2013-07-24,3.710000,3.740000,3.650000,3.650000,3.352948,3500,Training
2013-07-25,3.630000,3.810000,3.630000,3.660000,3.362134,13000,Training
2013-07-26,3.720000,3.790000,3.720000,3.790000,3.481555,600,Training
2013-07-29,3.780000,3.860000,3.750000,3.850000,3.536671,3500,Training
2013-07-30,3.810000,3.860000,3.630000,3.850000,3.536671,3500,Training
2013-07-31,3.850000,3.890000,3.850000,3.880000,3.564230,3100,Training
2013-08-01,3.870000,3.900000,3.870000,3.890000,3.573416,2900,Training
2013-08-02,3.890000,3.890000,3.630000,3.870000,3.555043,4500,Training
2013-08-05,3.820000,3.910000,3.800000,3.840000,3.527485,2100,Training
2013-08-06,3.850000,3.850000,3.750000,3.830000,3.518299,1300,Training
2013-08-07,3.780000,3.840000,3.780000,3.840000,3.527485,1100,Training
2013-08-08,3.800000,3.850000,3.800000,3.850000,3.536671,2300,Training
2013-08-09,3.850000,3.880000,3.850000,3.880000,3.564230,1000,Training
2013-08-12,3.920000,3.930000,3.590000,3.920000,3.600975,11600,Training
2013-08-13,3.890000,3.900000,3.780000,3.900000,3.582602,3000,Training
2013-08-14,3.880000,3.900000,3.640000,3.820000,3.509113,11600,Training
2013-08-15,3.790000,3.820000,3.670000,3.820000,3.509113,7200,Training
2013-08-16,3.820000,3.820000,3.820000,3.820000,3.509113,0,Training
2013-08-19,3.800000,3.820000,3.570000,3.820000,3.509113,2600,Training
2013-08-20,3.800000,3.800000,3.780000,3.800000,3.490741,2000,Training
2013-08-21,3.710000,3.800000,3.710000,3.800000,3.490741,1500,Training
2013-08-22,3.800000,3.940000,3.690000,3.820000,3.509113,51700,Training
2013-08-23,3.880000,3.940000,3.570000,3.910000,3.591788,42800,Training
2013-08-26,3.930000,3.930000,3.830000,3.920000,3.600975,10200,Training
2013-08-27,3.890000,3.900000,3.770000,3.820000,3.509113,8300,Training
2013-08-28,3.790000,3.900000,3.790000,3.870000,3.555043,6600,Training
2013-08-29,3.750000,3.930000,3.750000,3.930000,3.610161,900,Training
2013-08-30,3.930000,3.940000,3.800000,3.900000,3.582602,8800,Training
2013-09-03,3.870000,3.940000,3.870000,3.940000,3.619347,600,Training
2013-09-04,3.900000,3.940000,3.790000,3.930000,3.610161,14400,Training
2013-09-05,3.940000,3.940000,3.810000,3.890000,3.573416,5300,Training
2013-09-06,3.940000,3.940000,3.800000,3.820000,3.509113,16500,Training
2013-09-09,3.830000,3.940000,3.750000,3.940000,3.619347,24400,Training
2013-09-10,3.940000,3.950000,3.890000,3.900000,3.582602,12700,Training
2013-09-11,3.860000,3.960000,3.860000,3.890000,3.573416,18300,Training
2013-09-12,3.860000,3.940000,3.790000,3.940000,3.619347,7600,Training
2013-09-13,3.900000,3.960000,3.870000,3.930000,3.610161,4700,Training
2013-09-16,3.920000,3.970000,3.750000,3.940000,3.619347,17100,Training
2013-09-17,3.930000,4.020000,3.930000,4.010000,3.683650,17500,Training
2013-09-18,4.010000,4.030000,3.830000,4.030000,3.702022,16800,Training
2013-09-19,4.030000,4.030000,3.950000,4.010000,3.683650,5200,Training
2013-09-20,3.910000,4.040000,3.910000,4.040000,3.711208,15200,Training
2013-09-23,4.000000,4.040000,3.900000,4.030000,3.702022,15200,Training
2013-09-24,3.990000,4.050000,3.920000,4.040000,3.711208,10400,Training
2013-09-25,4.030000,4.050000,4.010000,4.010000,3.683650,7800,Training
2013-09-26,4.050000,4.050000,4.020000,4.030000,3.702022,9000,Training
2013-09-27,4.040000,4.050000,4.030000,4.050000,3.720395,8500,Training
2013-09-30,4.030000,4.050000,3.900000,4.050000,3.720395,8300,Training
2013-10-01,4.030000,4.040000,3.960000,4.000000,3.674464,13700,Training
2013-10-02,4.000000,4.000000,3.960000,4.000000,3.674464,5000,Training
2013-10-03,4.000000,4.000000,3.900000,4.000000,3.674464,4000,Training
2013-10-04,4.000000,4.050000,4.000000,4.030000,3.702022,8500,Training
2013-10-07,3.960000,4.040000,3.960000,3.970000,3.646905,17100,Training
2013-10-08,3.980000,4.070000,3.910000,4.070000,3.738767,12700,Training
2013-10-09,4.040000,4.040000,4.010000,4.040000,3.711208,29000,Training
2013-10-10,4.000000,4.060000,3.960000,4.040000,3.711208,9100,Training
2013-10-11,3.900000,4.040000,3.900000,4.030000,3.702022,5900,Training
2013-10-14,4.000000,4.060000,4.000000,4.060000,3.729580,10900,Training
2013-10-15,4.050000,4.050000,3.990000,4.030000,3.702022,10800,Training
2013-10-16,4.030000,4.040000,3.970000,4.040000,3.711208,3200,Training
2013-10-17,4.050000,4.070000,4.030000,4.040000,3.711208,12900,Training
2013-10-18,4.040000,4.070000,4.040000,4.040000,3.711208,4700,Training
2013-10-21,3.990000,4.050000,3.990000,4.050000,3.720395,5500,Training
2013-10-22,4.050000,4.050000,4.040000,4.050000,3.720395,1900,Training
2013-10-23,4.040000,4.060000,4.040000,4.060000,3.729580,2900,Training
2013-10-24,4.050000,4.050000,3.970000,4.050000,3.720395,6000,Training
2013-10-25,4.000000,4.040000,4.000000,4.040000,3.711208,2800,Training
2013-10-28,4.030000,4.040000,4.030000,4.040000,3.711208,1200,Training
2013-10-29,4.050000,4.070000,4.030000,4.060000,3.729580,11300,Training
2013-10-30,4.050000,4.060000,4.000000,4.050000,3.720395,3700,Training
2013-10-31,4.030000,4.050000,4.030000,4.050000,3.720395,2500,Training
2013-11-01,4.050000,4.050000,4.050000,4.050000,3.720395,0,Training
2013-11-04,4.040000,4.050000,4.010000,4.050000,3.720395,5400,Training
2013-11-05,4.050000,4.060000,4.050000,4.050000,3.720395,5100,Training
2013-11-06,4.040000,4.050000,3.970000,4.040000,3.711208,10000,Training
2013-11-07,3.940000,4.040000,3.940000,4.020000,3.692836,3900,Training
2013-11-08,3.770000,4.040000,3.770000,4.020000,3.692836,800,Training
2013-11-11,4.040000,4.040000,4.030000,4.040000,3.711208,2100,Training
2013-11-12,4.030000,4.060000,4.000000,4.040000,3.711208,14600,Training
2013-11-13,4.040000,4.050000,4.030000,4.040000,3.711208,1100,Training
2013-11-14,4.040000,4.070000,4.010000,4.030000,3.702022,17800,Training
2013-11-15,4.020000,4.030000,4.020000,4.030000,3.702022,3600,Training
2013-11-18,4.030000,4.070000,4.010000,4.030000,3.702022,6200,Training
2013-11-19,4.030000,4.040000,4.020000,4.020000,3.692836,1800,Training
2013-11-20,4.050000,4.050000,4.040000,4.050000,3.720395,6400,Training
2013-11-21,4.050000,4.070000,4.050000,4.050000,3.720395,15900,Training
2013-11-22,4.030000,4.050000,4.030000,4.040000,3.711208,1900,Training
2013-11-25,4.040000,4.070000,4.000000,4.000000,3.674464,7200,Training
2013-11-26,4.010000,4.050000,4.010000,4.020000,3.692836,2900,Training
2013-11-27,4.010000,4.030000,4.010000,4.030000,3.702022,4900,Training
2013-11-29,4.000000,4.000000,4.000000,4.000000,3.674464,200,Training
2013-12-02,4.000000,4.040000,4.000000,4.010000,3.683650,1200,Training
2013-12-03,4.030000,4.040000,4.030000,4.030000,3.702022,2500,Training
2013-12-04,4.020000,4.040000,4.020000,4.040000,3.711208,900,Training
2013-12-05,4.040000,4.040000,4.000000,4.000000,3.674464,4700,Training
2013-12-06,4.000000,4.040000,4.000000,4.020000,3.692836,9600,Training
2013-12-09,4.000000,4.030000,4.000000,4.030000,3.702022,4400,Training
2013-12-10,4.040000,4.040000,4.010000,4.040000,3.711208,6400,Training
2013-12-11,4.000000,4.040000,4.000000,4.040000,3.711208,8000,Training
2013-12-12,4.030000,4.040000,4.000000,4.040000,3.711208,21300,Training
2013-12-13,4.030000,4.040000,4.000000,4.040000,3.711208,6800,Training
2013-12-16,4.040000,4.050000,4.010000,4.040000,3.711208,23000,Training
2013-12-17,4.020000,4.040000,3.950000,3.980000,3.656091,6600,Training
2013-12-18,4.010000,4.050000,4.000000,4.000000,3.674464,9900,Training
2013-12-19,3.980000,4.050000,3.980000,4.010000,3.683650,25100,Training
2013-12-20,4.040000,4.080000,3.840000,3.840000,3.527485,65900,Training
2013-12-23,3.960000,3.970000,3.640000,3.920000,3.600975,29700,Training
2013-12-24,3.900000,3.970000,3.840000,3.950000,3.628533,13600,Training
2013-12-26,3.990000,4.040000,3.700000,4.010000,3.683650,6300,Training
2013-12-27,4.020000,4.050000,3.990000,4.050000,3.720395,5000,Training
2013-12-30,4.050000,4.050000,3.840000,3.900000,3.582602,14600,Training
2013-12-31,4.040000,4.130000,3.960000,4.090000,3.757139,30700,Training
2014-01-02,4.090000,4.130000,3.980000,3.980000,3.656091,20200,Training
2014-01-03,4.030000,4.110000,4.030000,4.070000,3.738767,12500,Training
2014-01-06,4.050000,4.050000,4.020000,4.030000,3.702022,11500,Training
2014-01-07,4.010000,4.040000,3.910000,4.040000,3.711208,12000,Training
2014-01-08,4.050000,4.060000,3.920000,4.010000,3.683650,20000,Training
2014-01-09,4.020000,4.060000,3.990000,4.030000,3.702022,8300,Training
2014-01-10,4.040000,4.060000,3.990000,4.020000,3.692836,14400,Training
2014-01-13,3.990000,4.050000,3.990000,4.050000,3.720395,6100,Training
2014-01-14,4.020000,4.060000,4.020000,4.050000,3.720395,7900,Training
2014-01-15,3.990000,4.050000,3.880000,4.020000,3.692836,23200,Training
2014-01-16,3.930000,4.040000,3.840000,4.040000,3.711208,17700,Training
2014-01-17,4.020000,4.040000,4.000000,4.020000,3.692836,5300,Training
2014-01-21,4.020000,4.050000,3.940000,4.030000,3.702022,12300,Training
2014-01-22,4.010000,4.070000,4.000000,4.000000,3.674464,21600,Training
2014-01-23,4.000000,4.040000,3.910000,4.000000,3.674464,20100,Training
2014-01-24,3.990000,4.020000,3.990000,4.000000,3.674464,2700,Training
2014-01-27,3.990000,4.030000,3.990000,3.990000,3.665277,7900,Training
2014-01-28,3.970000,4.010000,3.970000,4.000000,3.674464,3000,Training
2014-01-29,3.990000,4.000000,3.900000,3.970000,3.646905,7700,Training
2014-01-30,3.990000,4.000000,3.930000,4.000000,3.674464,2000,Training
2014-01-31,4.000000,4.000000,3.910000,3.970000,3.646905,11000,Training
2014-02-03,3.970000,3.970000,3.920000,3.930000,3.610161,12300,Training
2014-02-04,3.950000,3.980000,3.940000,3.950000,3.628533,5400,Training
2014-02-05,3.940000,3.990000,3.940000,3.970000,3.646905,5500,Training
2014-02-06,3.940000,3.970000,3.940000,3.960000,3.637719,5900,Training
2014-02-07,3.940000,3.980000,3.920000,3.930000,3.610161,5500,Training
2014-02-10,3.980000,3.980000,3.950000,3.950000,3.628533,300,Training
2014-02-11,3.930000,3.950000,3.930000,3.940000,3.619347,2400,Training
2014-02-12,3.960000,3.960000,3.930000,3.930000,3.610161,4200,Training
2014-02-13,3.930000,3.970000,3.930000,3.960000,3.637719,4300,Training
2014-02-14,3.950000,3.980000,3.940000,3.940000,3.619347,7000,Training
2014-02-18,3.940000,3.970000,3.930000,3.950000,3.628533,26200,Training
2014-02-19,3.940000,3.970000,3.930000,3.940000,3.619347,11200,Training
2014-02-20,3.930000,3.970000,3.930000,3.940000,3.619347,9200,Training
2014-02-21,3.940000,3.970000,3.940000,3.950000,3.628533,3600,Training
2014-02-24,3.930000,3.970000,3.920000,3.930000,3.610161,3800,Training
2014-02-25,3.930000,3.960000,3.920000,3.930000,3.610161,4400,Training
2014-02-26,3.920000,3.960000,3.910000,3.950000,3.628533,12500,Training
2014-02-27,3.950000,3.980000,3.910000,3.940000,3.619347,14400,Training
2014-02-28,3.920000,3.980000,3.870000,3.940000,3.619347,10300,Training
2014-03-03,3.950000,3.950000,3.910000,3.910000,3.591788,3600,Training
2014-03-04,3.910000,3.920000,3.770000,3.770000,3.463182,21800,Training
2014-03-05,3.820000,3.930000,3.770000,3.870000,3.555043,9000,Training
2014-03-06,3.860000,3.890000,3.820000,3.850000,3.536671,6200,Training
2014-03-07,3.850000,3.950000,3.850000,3.920000,3.600975,15200,Training
2014-03-10,3.960000,3.960000,3.850000,3.850000,3.536671,10800,Training
2014-03-11,3.850000,3.900000,3.830000,3.870000,3.555043,4000,Training
2014-03-12,3.870000,3.920000,3.780000,3.820000,3.509113,9400,Training
2014-03-13,3.800000,3.800000,3.570000,3.700000,3.398879,24200,Training
2014-03-14,3.690000,3.740000,3.560000,3.580000,3.288645,10100,Training
2014-03-17,3.540000,3.750000,3.520000,3.560000,3.270272,10100,Training
2014-03-18,3.500000,3.600000,3.500000,3.580000,3.288645,1800,Training
2014-03-19,3.600000,3.630000,3.510000,3.510000,3.224342,12600,Training
2014-03-20,3.550000,3.670000,3.550000,3.650000,3.352948,3200,Training
2014-03-21,3.660000,3.750000,3.540000,3.740000,3.435624,4700,Training
2014-03-24,3.710000,3.750000,3.710000,3.730000,3.426437,6000,Training
2014-03-25,3.730000,3.730000,3.650000,3.700000,3.417202,3100,Training
2014-03-26,3.680000,3.750000,3.680000,3.700000,3.417202,13500,Training
2014-03-27,3.740000,3.750000,3.700000,3.700000,3.417202,9700,Training
2014-03-28,3.660000,3.700000,3.640000,3.660000,3.380259,30500,Training
2014-03-31,3.660000,3.740000,3.630000,3.640000,3.361788,23700,Training
2014-04-01,3.620000,3.720000,3.620000,3.630000,3.352552,12100,Training
2014-04-02,3.600000,3.750000,3.600000,3.680000,3.398731,9900,Training
2014-04-03,3.690000,3.700000,3.610000,3.690000,3.407966,11300,Training
2014-04-04,3.660000,3.660000,3.620000,3.650000,3.371023,6400,Training
2014-04-07,3.670000,3.670000,3.650000,3.670000,3.389495,3000,Training
2014-04-08,3.610000,3.660000,3.580000,3.590000,3.315609,18800,Training
2014-04-09,3.580000,3.660000,3.520000,3.590000,3.315609,35700,Training
2014-04-10,3.580000,3.580000,3.580000,3.580000,3.306373,1300,Training
2014-04-11,3.530000,3.530000,3.470000,3.520000,3.250960,16100,Training
2014-04-14,3.510000,3.530000,3.460000,3.530000,3.260195,1000,Training
2014-04-15,3.500000,3.540000,3.500000,3.540000,3.269431,4900,Training
2014-04-16,3.550000,3.550000,3.490000,3.530000,3.260195,6200,Training
2014-04-17,3.540000,3.540000,3.470000,3.470000,3.204781,10200,Training
2014-04-21,3.550000,3.620000,3.480000,3.580000,3.306373,29000,Training
2014-04-22,3.630000,3.680000,3.480000,3.540000,3.269431,25800,Training
2014-04-23,3.460000,3.610000,3.460000,3.540000,3.269431,17600,Training
2014-04-24,3.510000,3.570000,3.480000,3.500000,3.232488,9400,Training
2014-04-25,3.470000,3.580000,3.450000,3.470000,3.204781,15900,Training
2014-04-28,3.480000,3.500000,3.430000,3.500000,3.232488,4300,Training
2014-04-29,3.490000,3.570000,3.460000,3.550000,3.278666,18000,Training
2014-04-30,3.510000,3.570000,3.500000,3.500000,3.232488,4600,Training
2014-05-01,3.510000,3.530000,3.450000,3.450000,3.186310,5000,Training
2014-05-02,3.520000,3.520000,3.480000,3.480000,3.214017,2600,Training
2014-05-05,3.480000,3.480000,3.480000,3.480000,3.214017,0,Training
2014-05-06,3.490000,3.500000,3.420000,3.500000,3.232488,3500,Training
2014-05-07,3.460000,3.490000,3.300000,3.480000,3.214017,8100,Training
2014-05-08,3.400000,3.640000,3.230000,3.590000,3.315609,5600,Training
2014-05-09,3.500000,3.670000,3.500000,3.500000,3.232488,4800,Training
2014-05-12,3.500000,3.580000,3.250000,3.500000,3.232488,10600,Training
2014-05-13,3.480000,3.550000,3.480000,3.500000,3.232488,5000,Training
2014-05-14,3.320000,3.580000,3.270000,3.460000,3.195545,3900,Training
2014-05-15,3.530000,3.560000,3.400000,3.560000,3.287902,2300,Training
2014-05-16,3.570000,3.670000,3.350000,3.370000,3.112424,6200,Training
2014-05-19,3.480000,3.500000,3.460000,3.480000,3.214017,4500,Training
2014-05-20,3.430000,3.690000,3.430000,3.500000,3.232488,7200,Training
2014-05-21,3.500000,3.570000,3.330000,3.480000,3.214017,6500,Training
2014-05-22,3.500000,3.630000,3.290000,3.500000,3.232488,12800,Training
2014-05-23,3.600000,3.610000,3.470000,3.590000,3.315609,1400,Training
2014-05-27,3.570000,3.600000,3.470000,3.600000,3.324845,3300,Training
2014-05-28,3.540000,3.610000,3.470000,3.600000,3.324845,10800,Training
2014-05-29,3.560000,3.610000,3.470000,3.520000,3.250960,7200,Training
2014-05-30,3.610000,3.650000,3.500000,3.600000,3.324845,8100,Training
2014-06-02,3.650000,3.650000,3.510000,3.520000,3.250960,6600,Training
2014-06-03,3.630000,3.650000,3.510000,3.630000,3.352552,11400,Training
2014-06-04,3.650000,3.660000,3.510000,3.630000,3.352552,24800,Training
2014-06-05,3.630000,3.630000,3.550000,3.630000,3.352552,25400,Training
2014-06-06,3.610000,3.650000,3.600000,3.650000,3.371023,4600,Training
2014-06-09,3.630000,3.700000,3.630000,3.680000,3.398731,12600,Training
2014-06-10,3.660000,3.700000,3.560000,3.700000,3.417202,9900,Training
2014-06-11,3.630000,3.730000,3.630000,3.700000,3.417202,5000,Training
2014-06-12,3.730000,3.880000,3.730000,3.740000,3.454144,7500,Training
2014-06-13,3.900000,3.900000,3.700000,3.840000,3.546501,6900,Training
2014-06-16,3.830000,3.900000,3.700000,3.750000,3.463380,4600,Training
2014-06-17,3.900000,3.900000,3.800000,3.840000,3.546501,6500,Training
